doc	line	kind	token	refs	context
Proverbs/proverbs-logos-research-audit-21-august.md	370	translit	lāmed	Prov 1:2-4;Prov 1:6	the verse breaks the chain of five *lāmed*-infinitives running through 1:2–4 and 1:6 by switching to **two finite verbs**
Proverbs/proverbs-logos-research-audit-21-august.md	448	translit	ʿāzab	Prov 2:13;Prov 2:17	*ʿāzab* at 2:13 and 2:17
Proverbs/proverbs-lxx-pluses-survey.md	66	translit	tôrâ	Prov 28:4	This is worth noting beside the Solomon II finding that *tôrâ* is absent from 25–27 and returns at 28:4: the Greek tradition reaches for *nomos* at precisely the junctures the Hebrew does not.
Proverbs/proverbs-perplexity-pass-audit.md	142	translit	ḥāzôn	Prov 29:18	Read as Israel's covenantal/written law rather than parental instruction, with 29:18's pairing of *ḥāzôn* and *tôrāh* as the strongest indicator
Proverbs/proverbs-perplexity-pass-audit.md	142	translit	tôrāh	Prov 29:18	Read as Israel's covenantal/written law rather than parental instruction, with 29:18's pairing of *ḥāzôn* and *tôrāh* as the strongest indicator
Proverbs/proverbs-perplexity-pass-audit.md	153	translit	qānâ	Prov 8:22	*qānâ* at 8:22**
Proverbs/proverbs-perplexity-pass-audit.md	154	translit	ʾāmôn	Prov 8:30	*ʾāmôn* at 8:30**
Proverbs/proverbs-perplexity-pass-audit.md	166	translit	yikkārētû	Prov 2:22	Prov 2:22 has *yikkārētû* (√*kārat*)
Proverbs/proverbs-perplexity-pass-audit.md	166	translit	kārat	Prov 2:22	Prov 2:22 has *yikkārētû* (√*kārat*)
Proverbs/proverbs-perplexity-pass-audit.md	166	translit	gāzar	Isa 53:8	Isa 53:8 has *nigzar* (√*gāzar*)
Proverbs/proverbs-perplexity-pass-audit.md	193	translit	lāmed	Prov 1:3	1:3b *lāmed***
Proverbs/proverbs-perplexity-pass-audit.md	207	translit	daʿat	Prov 1:7;Prov 9:10	It doubles it.** I had argued that the LXX "assimilates 1:7 to 9:10" by substituting *sophia* for *daʿat*, and offered that as mild evidence against making much of the Hebrew's variation
Proverbs/proverbs-perplexity-pass-audit.md	213	translit	daʿat	Prov 2:6	Proverbs 2:6 reads *daʿat*
Proverbs/proverbs-perplexity-pass-audit.md	232	translit	ʾiššâ	Prov 2:16	Is the *ʾiššâ zārâ* of Prov 2:16 read as literal adultery, apostasy, or both
Proverbs/proverbs-perplexity-pass-audit.md	232	translit	zārâ	Prov 2:16	Is the *ʾiššâ zārâ* of Prov 2:16 read as literal adultery, apostasy, or both
Proverbs/proverbs-questions-still-open.md	92	translit	ʾĕwîl	Prov 27:3;Prov 27:23	*ʾĕwîl* at 27:3, 22) and the genre changes at 27:23
Proverbs/proverbs-questions-still-open.md	93	translit	ḥākām	Prov 26:5	- **The structure of Proverbs 26.** *ḥākām bəʿênāyw* at 26:5, 12 and 16
Proverbs/proverbs-questions-still-open.md	93	translit	bəʿênāyw	Prov 26:5	- **The structure of Proverbs 26.** *ḥākām bəʿênāyw* at 26:5, 12 and 16
Proverbs/proverbs-questions-still-open.md	212	translit	sîgîm	Prov 25:4;Prov 26:23	and the structural argument (the reversed *sîgîm* order at 25:4 ∥ 26:23) survives, which it would not have done on the revocalisation
Proverbs/proverbs-questions-still-open.md	245	translit	śōnaʾăkā	Exod 23:4-5;Prov 25:21	**Exod 23:4–5 and Prov 25:21 are the texts that show it isn't there**, and both use the same word for the enemy, *śōnaʾăkā*
Psalms/dig-deeper-psalm-119.md	115	translit	ṭôb	Jer 33:11	my reconstruction of Hutchinson's reasoning was wrong.** v.1.1 conjectured, tagged `[I]`, that he calls the *ṭôb*/*ḥesed* refrain a "new-covenant formula" because of its appearance in Jeremiah 33:11
Psalms/dig-deeper-psalm-119.md	115	translit	ḥesed	Jer 33:11	my reconstruction of Hutchinson's reasoning was wrong.** v.1.1 conjectured, tagged `[I]`, that he calls the *ṭôb*/*ḥesed* refrain a "new-covenant formula" because of its appearance in Jeremiah 33:11
Psalms/dig-deeper-psalm-119.md	117	translit	ḥesed	Ps 106:45	The *ḥesed* of that opening verse carries Abrahamic weight, since Ps 106:45 has just spoken of YHWH remembering his covenant "according to the abundance of his steadfast love." The formula then "reverberates through Book 5 in a crescendo pattern, functioning a
Psalms/dig-deeper-psalm-119.md	276	translit	ʾereṣ	Lev 25:23	All three moderns/KJV render *ʾereṣ* generically as "earth." A more specific "**land**" is defensible and would strengthen the echo of Lev 25:23 and the patriarchal sojourner-texts (see Quotation/Allusion)
Psalms/dig-deeper-psalm-119.md	372	translit	ʾašrê	Ps 1:1-2	reproducing Ps 1:1–2's *ʾašrê* / *hāʾîš* / *ḥepṣô* triad
Psalms/dig-deeper-psalm-119.md	372	translit	hāʾîš	Ps 1:1-2	reproducing Ps 1:1–2's *ʾašrê* / *hāʾîš* / *ḥepṣô* triad
Psalms/dig-deeper-psalm-119.md	372	translit	ḥepṣô	Ps 1:1-2	reproducing Ps 1:1–2's *ʾašrê* / *hāʾîš* / *ḥepṣô* triad
Psalms/dig-deeper-psalm-119.md	392	translit	ʾašrê	Ps 1:1;Ps 2:12	the two bound by the *ʾašrê* inclusio (1:1, 2:12)
Psalms/dig-deeper-psalm-119.md	567	translit	qîṭôr	Ps 148:8	`[T]` At Ps 148:8 the Hebrew list runs "fire and hail, snow and *qîṭôr*," where a wintry guess is contextually easy
Psalms/dig-deeper-psalm-119.md	636	translit	ṭôb	Jer 31:33	the fence comes down.** v.1.1 carefully quarantined the Jeremiah 31:33 connection as this report's own, on the ground that the first Hutchinson extract connected Psalm 119 to new-covenant categories only through the *ṭôb*/*ḥesed* formula and neither stated nor
Psalms/dig-deeper-psalm-119.md	636	translit	ḥesed	Jer 31:33	the fence comes down.** v.1.1 carefully quarantined the Jeremiah 31:33 connection as this report's own, on the ground that the first Hutchinson extract connected Psalm 119 to new-covenant categories only through the *ṭôb*/*ḥesed* formula and neither stated nor
Psalms/dig-deeper-psalm-119.md	640	translit	ḥayyēnî	Deut 30:6	That is a better reading for this psalm, because Deut 30:6 supplies the whole-heart idiom the psalm actually uses twelve times and the "that you may live" clause that its nine *ḥayyēnî*s answer
Psalms/dig-deeper-psalm-119.md	664	translit	ʾašrê	Ps 1:1;Ps 2:12	the *ʾašrê* inclusio binding 1:1 to 2:12 identifies the Torah-delighting blessed man *with* the enthroned Son
Psalms/dig-deeper-psalm-119.md	675	translit	wîḥunnekkā	Num 6:25;Num 6:24-26	v.135 quotes the Aaronic blessing, whose very next clause in Numbers 6:25 is *wîḥunnekkā*, "**and be gracious to you**." `[T]` The psalmist cites the half that carries the other half with it (see Tool 11, Num 6:24–26)
Psalms/dig-deeper-psalm-119.md	709	translit	sûrû	Ps 6:8	Ps 119:115 uses the verb *sûrû* ("turn aside") and LXX ἐκκλίνατε, while Ps 6:8's underlying idiom (and the NT's Matt 7:23/Luke 13:27 quotation of it) uses a different verb, LXX ἀπόστητε
Psalms/dig-deeper-psalm-119.md	709	grk	ἐκκλίνατε	Ps 6:8	Ps 119:115 uses the verb *sûrû* ("turn aside") and LXX ἐκκλίνατε, while Ps 6:8's underlying idiom (and the NT's Matt 7:23/Luke 13:27 quotation of it) uses a different verb, LXX ἀπόστητε
Psalms/dig-deeper-psalm-119.md	709	grk	ἀπόστητε	Luke 13:27	Ps 119:115 uses the verb *sûrû* ("turn aside") and LXX ἐκκλίνατε, while Ps 6:8's underlying idiom (and the NT's Matt 7:23/Luke 13:27 quotation of it) uses a different verb, LXX ἀπόστητε
Psalms/dig-deeper-psalm-119.md	787	translit	šāmar	Ps 132:12	Ps 119 → the Ascents), and Ps 132:12 defines the Davidic king's covenant-keeping in Psalm 119's own three words (*šāmar* / *ʿēdôt* / *lāmad*)
Psalms/dig-deeper-psalm-119.md	787	translit	ʿēdôt	Ps 132:12	Ps 119 → the Ascents), and Ps 132:12 defines the Davidic king's covenant-keeping in Psalm 119's own three words (*šāmar* / *ʿēdôt* / *lāmad*)
Psalms/dig-deeper-psalm-119.md	787	translit	lāmad	Ps 132:12	Ps 119 → the Ascents), and Ps 132:12 defines the Davidic king's covenant-keeping in Psalm 119's own three words (*šāmar* / *ʿēdôt* / *lāmad*)
Psalms/dig-deeper-psalm-119.md	792	translit	piqqûdîm	Ps 112:1;Ps 119:1-2	the Book V acrostics (111, 112, 119, 145), the *piqqûdîm* distribution (19, 103, 111, 119), and the Ps 1 beatitude reissues (112:1, 119:1–2)
Psalms/dig-deeper-psalm-119.md	811	translit	ḥesed	Ps 1:1-2;Ps 119:1-2	throughout") by locating Ps 119's own *ḥesed* appeals as a direct continuation of that thread immediately downstream of the Hallel, and by identifying the Ps 1:1–2 → Ps 119:1–2 double-beatitude echo as a specific, previously unlisted instance of the "framing" 
Psalms/dig-deeper-songs-of-ascents-sweep.md	140	translit	maʿălôt	Ps 121:1	the chief uncertainties are the meaning of the title (*maʿălôt*) and the 121:1 "hills," which are interpretive, not text-critical
Ruth/book-overview-ruth.md	25	translit	ʾēšet	Ruth 3:11	so the canonical reader meets *ʾēšet ḥayil* at Ruth 3:11 with Proverbs 31:10 still in the ear
Ruth/book-overview-ruth.md	25	translit	ḥayil	Ruth 3:11	so the canonical reader meets *ʾēšet ḥayil* at Ruth 3:11 with Proverbs 31:10 still in the ear
Ruth/book-overview-ruth.md	59	translit	hĕšîbanî	Ruth 1:21	Naomi's charge is that YHWH *hĕšîbanî rêqām*, "**brought me back** empty" (1:21)
Ruth/book-overview-ruth.md	59	translit	rêqām	Ruth 1:21	Naomi's charge is that YHWH *hĕšîbanî rêqām*, "**brought me back** empty" (1:21)
Ruth/book-overview-ruth.md	59	translit	mēšîb	Ruth 4:15	The women's verdict on the child is that he will be *lə-mēšîb nep̄eš*, "**a restorer** of life" (4:15)
Ruth/book-overview-ruth.md	59	translit	nep̄eš	Ruth 4:15	The women's verdict on the child is that he will be *lə-mēšîb nep̄eš*, "**a restorer** of life" (4:15)
Ruth/book-overview-ruth.md	61	translit	pəlōnî	Ruth 4:1	Set against this: the nearer redeemer at 4:1 is *pəlōnî ʾalmōnî*, "so-and-so"
Ruth/book-overview-ruth.md	61	translit	ʾalmōnî	Ruth 4:1	Set against this: the nearer redeemer at 4:1 is *pəlōnî ʾalmōnî*, "so-and-so"
Ruth/book-overview-ruth.md	65	translit	taḥat	Ruth 2:12	twice, and the number matters.** 2:12: Boaz blesses Ruth for taking refuge *taḥat kənāp̄āyw*, under YHWH's **wings** (plural)
Ruth/book-overview-ruth.md	65	translit	kənāp̄āyw	Ruth 2:12	twice, and the number matters.** 2:12: Boaz blesses Ruth for taking refuge *taḥat kənāp̄āyw*, under YHWH's **wings** (plural)
Ruth/book-overview-ruth.md	65	translit	kənāp̄ekā	Ruth 3:9	3:9: Ruth asks Boaz to spread *kənāp̄ekā*, his **skirt** (singular
Ruth/book-overview-ruth.md	71	heb	שָׂדֶה	Ruth 1:1	שָׂדֶה *śādeh*, "field".** Naomi's family goes to *the fields of Moab* (1:1, 2, 6, 22
Ruth/book-overview-ruth.md	71	translit	śādeh	Ruth 1:1	שָׂדֶה *śādeh*, "field".** Naomi's family goes to *the fields of Moab* (1:1, 2, 6, 22
Ruth/book-overview-ruth.md	79	grk	ξένη	Ruth 2:10	the LXX flattens 2:10 to ξένη, "stranger"
Ruth/book-overview-ruth.md	90	translit	kānāp̄	Ruth 3:9	the singular *kānāp̄* (3:9)
Ruth/book-overview-ruth.md	90	translit	ḥesed	Ruth 3:10	the second *ḥesed* (3:10)
Ruth/book-overview-ruth.md	95	translit	yəlādîm	Ruth 1:1-5;Ruth 4:13-17	**The device is a symmetrical panel structure with a coda.** Two narration-only panels (1:1–5 and 4:13–17) frame four dialogue scenes, and the frames answer each other exactly: three deaths against one birth, *the woman* deprived of her *yəlādîm* against Naomi
Ruth/book-overview-ruth.md	102	translit	tôlədôt	Ruth 4:17;Ruth 4:18-22	Best current reading: 4:17 is the narrative climax and 4:18–22 the canonical anchoring that ties Ruth into the Genesis *tôlədôt* chain
Ruth/book-overview-ruth.md	128	translit	gōʾēl	Lev 25:25	***gōʾēl*, Lev 25:25, 47–49**
Ruth/book-overview-ruth.md	129	translit	ləhāqîm	Ruth 4:5	**4:5, 10** *ləhāqîm šēm-hammēt*, the same idiom
Ruth/book-overview-ruth.md	129	translit	šēm	Ruth 4:5	**4:5, 10** *ləhāqîm šēm-hammēt*, the same idiom
Ruth/book-overview-ruth.md	129	translit	hammēt	Ruth 4:5	**4:5, 10** *ləhāqîm šēm-hammēt*, the same idiom
Ruth/book-overview-ruth.md	130	translit	wāʾep̄rōś	Ezek 16:8	**Ezek 16:8** *wāʾep̄rōś kənāp̄î ʿālayik*
Ruth/book-overview-ruth.md	130	translit	kənāp̄î	Ezek 16:8	**Ezek 16:8** *wāʾep̄rōś kənāp̄î ʿālayik*
Ruth/book-overview-ruth.md	130	translit	ʿālayik	Ezek 16:8	**Ezek 16:8** *wāʾep̄rōś kənāp̄î ʿālayik*
Ruth/book-overview-ruth.md	131	translit	laḥăsôt	Ruth 2:12	**2:12** *laḥăsôt taḥat kənāp̄āyw*
Ruth/book-overview-ruth.md	131	translit	taḥat	Ruth 2:12	**2:12** *laḥăsôt taḥat kənāp̄āyw*
Ruth/book-overview-ruth.md	131	translit	kənāp̄āyw	Ruth 2:12	**2:12** *laḥăsôt taḥat kənāp̄āyw*
Ruth/book-overview-ruth.md	131	translit	kānāp̄	Ruth 3:9	Supplies the plural, metaphorical *kānāp̄* that 3:9 then converts into a garment
Ruth/book-overview-ruth.md	138	translit	ʾēšet	Prov 31:10	**Prov 31:10** *ʾēšet-ḥayil*
Ruth/book-overview-ruth.md	138	translit	ḥayil	Prov 31:10	**Prov 31:10** *ʾēšet-ḥayil*
Ruth/book-overview-ruth.md	138	translit	ʾēšet	Ruth 3:11	**3:11** *ʾēšet ḥayil*
Ruth/book-overview-ruth.md	138	translit	ḥayil	Ruth 3:11	**3:11** *ʾēšet ḥayil*
Ruth/book-overview-ruth.md	188	translit	hĕšîbanî	Ruth 1:21	1:21 *hĕšîbanî rêqām*
Ruth/book-overview-ruth.md	188	translit	rêqām	Ruth 1:21	1:21 *hĕšîbanî rêqām*
Ruth/book-overview-ruth.md	188	translit	mēšîb	Ruth 4:15	4:15 *lə-mēšîb nep̄eš*
Ruth/book-overview-ruth.md	188	translit	nep̄eš	Ruth 4:15	4:15 *lə-mēšîb nep̄eš*
Ruth/book-overview-ruth.md	189	translit	wattiqqaḥ	Ruth 4:16	4:16 *wattiqqaḥ Noʿŏmî ʾet-hayyeled*
Ruth/book-overview-ruth.md	189	translit	Noʿŏmî	Ruth 4:16	4:16 *wattiqqaḥ Noʿŏmî ʾet-hayyeled*
Ruth/book-overview-ruth.md	189	translit	ʾet	Ruth 4:16	4:16 *wattiqqaḥ Noʿŏmî ʾet-hayyeled*
Ruth/book-overview-ruth.md	190	translit	rêqām	Ruth 1:21	1:21 *rêqām*, "empty"
Ruth/book-overview-ruth.md	194	translit	ḥesed	Ruth 1:8-9	1:8–9 Naomi's parting wish: YHWH deal in *ḥesed*
Ruth/book-overview-ruth.md	194	translit	mānôaḥ	Ruth 3:1	3:1 Naomi seeks *mānôaḥ* for Ruth
Ruth/book-overview-ruth.md	195	translit	dābəqāh	Ruth 1:14	1:14 Ruth *dābəqāh*
Ruth/book-overview-ruth.md	197	translit	nokrîyāh	Ruth 2:10	2:10 Ruth: "I am a *nokrîyāh*, a foreigner"
Ruth/book-overview-ruth.md	200	translit	wəʾēlleh	Ruth 4:18	4:18 the coda opens *wəʾēlleh tôlədôt Pereṣ*
Ruth/book-overview-ruth.md	200	translit	tôlədôt	Ruth 4:18	4:18 the coda opens *wəʾēlleh tôlədôt Pereṣ*
Ruth/book-overview-ruth.md	200	translit	Pereṣ	Ruth 4:18	4:18 the coda opens *wəʾēlleh tôlədôt Pereṣ*
Ruth/book-overview-ruth.md	201	translit	pəlōnî	Ruth 4:1	4:1 the nearer redeemer, *pəlōnî ʾalmōnî*, unnamed
Ruth/book-overview-ruth.md	201	translit	ʾalmōnî	Ruth 4:1	4:1 the nearer redeemer, *pəlōnî ʾalmōnî*, unnamed
Ruth/book-overview-ruth.md	238	translit	ʿānāh	Ruth 1:21;Ruth 4:5;Ruth 2:7	Consider a Logos Study Assistant pass on the 1:21 *ʿānāh* crux, the 4:5 Kethiv/Qere, and the 2:7 obscurity before any of those reach the pulpit.
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	100	translit	appiryôn	Song 3:9	*appiryôn*, "palanquin," 3:9
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	101	translit	dôd	Song 7:10	*dôd*** ("beloved," of the man) and ***raʿyāh*** ("my love/darling," of the woman), plus ***tĕšûqāh*** ("desire," 7:10, the fall-reversal word)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	101	translit	raʿyāh	Song 7:10	*dôd*** ("beloved," of the man) and ***raʿyāh*** ("my love/darling," of the woman), plus ***tĕšûqāh*** ("desire," 7:10, the fall-reversal word)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	101	translit	tĕšûqāh	Song 7:10	*dôd*** ("beloved," of the man) and ***raʿyāh*** ("my love/darling," of the woman), plus ***tĕšûqāh*** ("desire," 7:10, the fall-reversal word)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	166	translit	tĕšûqāh	Song 7:10	The strong verbal fuse for this is not here but at 7:10 (the *tĕšûqāh* reversal)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	405	translit	ḥōtām	Song 8:6	the same root as the "seal" (*ḥōtām*) she asks to become in 8:6
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	487	translit	šōmĕrîm	Song 3:3	the same *šōmĕrîm* as 3:3, now violent: they "beat me… wounded me… took away my veil." The reversal of their role is the unit's sharpest internal signal
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	544	translit	ʾaḥat	Song 6:8	the "only/one" (*ʾaḥat*) emphatic against the counted queens/concubines of 6:8: one-versus-many antithesis
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	576	translit	tĕšûqāh	Gen 3:16;Gen 4:7	- *OT-to-OT:* Gen 3:16 and Gen 4:7 already share *tĕšûqāh* in canonical proximity (desire-and-rule / desire-and-mastery)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	655	translit	qinʾāh	Song 8:6;Deut 4:24	- **Possible divine-jealousy / covenant register (8:6)** *(moderate)*: "jealousy" (*qinʾāh*) and the "flame of Yah" evoke the covenant-jealous, consuming-fire LORD (Deut 4:24 "the LORD your God is a consuming fire, a jealous God")
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	698	translit	tĕšûqāh	Song 7:10	The book's flagship intertextual finding (7:10's *tĕšûqāh*) is not an isolated verse but the hinge of a book-length recovery-of-Eden theme, sealed by the death-defying definition of love
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	752	translit	tĕšûqāh	Song 7:10;Song 8:6;Song 1:6;Song 8:12	the wording-dependent findings (the three refrains, 7:10's *tĕšûqāh*, 8:6's seal/flame/waters, 1:6→8:12 vineyard) were re-checked against Hebrew/canonical knowledge and are secure, but a final proof against a printed ESV is advisable before the pulpit
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	758	translit	tĕšûqāh	Song 7:10	the *tĕšûqāh* reversal at 7:10)
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	768	translit	tĕšûqāh	Song 7:10;Gen 3:16	7:10 *tĕšûqāh* ← Gen 3:16
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	768	translit	ḥōtām	Song 8:6	8:6 *ḥōtām*/*šalhebetyāh*
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	768	translit	šalhebetyāh	Song 8:6	8:6 *ḥōtām*/*šalhebetyāh*
Song of Solomon/dig-deeper-song-of-solomon-sweep.md	776	translit	yāh	Song 8:6	8:6's *-yāh*
The Twelve/Amos/dig-deeper-amos-sweep.md	35	translit	yādaʿ	Amos 3:2	**Election is accountability, not immunity.** `[T]` Surfaced by: Author's Purpose, Vocabulary (*yādaʿ*, 3:2), Quotation/Allusion
The Twelve/Amos/dig-deeper-amos-sweep.md	67	translit	qînāh	Amos 5:1-2	the *qînāh* over "fallen… virgin Israel" (5:1–2)
The Twelve/Amos/dig-deeper-amos-sweep.md	188	translit	ʾĕdôm	Amos 9:12	the *ʾĕdôm/ʾādām* near-homophone underlies the 9:12 MT/LXX split
The Twelve/Amos/dig-deeper-amos-sweep.md	188	translit	ʾādām	Amos 9:12	the *ʾĕdôm/ʾādām* near-homophone underlies the 9:12 MT/LXX split
The Twelve/Amos/dig-deeper-amos-sweep.md	189	translit	ʾănāk	Amos 7:7	**Recommended verification:** *ʾănāk* (7:7)
The Twelve/Amos/dig-deeper-amos-sweep.md	255	translit	yādaʿ	Amos 9:7	Author's Purpose, Vocabulary (*yādaʿ*), 9:7, Quotation/Allusion.
The Twelve/Amos/dig-deeper-amos-sweep.md	304	translit	ʾănāk	Amos 9:12;Amos 5:26	the 9:12/5:26 LXX matters, the *ʾănāk* lexeme, dating/composition
The Twelve/Habakkuk/book-overview-habakkuk.md	80	translit	māḥaṣ	Ps 110:5-6;Hab 3:13	- **Psalm 110:5–6 belongs here as a live source.** Hab 3:13's *"crushed the head"* uses ***māḥaṣ***
The Twelve/Habakkuk/book-overview-habakkuk.md	80	translit	māšîaḥ	Ps 110:5-6;Gen 3:15	**Ps 110:5–6 uses *māḥaṣ* twice with "head" as its object** (*"strike through kings… wound the heads over many countries"*), and Habakkuk names ***"thine anointed"* (*māšîaḥ*) in the same verse.** **So Ps 110 is the verbal parallel and Gen 3:15 is a trajectory
The Twelve/Habakkuk/book-overview-habakkuk.md	90	translit	ʾĕmûnâ	Deut 32:4;Deut 1:12	the NT harvests that: the faith that clings to God's word *is* the faith that justifies, and the Rock whose *ʾĕmûnâ* grounds it (Deut 32:4 → 1:12) is finally the faithful Son
The Twelve/Habakkuk/book-overview-habakkuk.md	107	translit	ḥāmās	Hab 2:8	judged measure-for-measure (the *ḥāmās* boomerang, 2:8, 17)
The Twelve/Habakkuk/book-overview-habakkuk.md	171	translit	yšʿ	Gen 3:15	Isaiah 10, Genesis 6, Genesis 11/15, Numbers 14:21, the idol-polemic and cup families, Genesis 3:15, and Psalm 18 added), *extended the echo table* (the *yšʿ* salvation inclusio, the *ḥāmās* boomerang, the two earth-fillings), *sharpened the Christology* (Heb 
The Twelve/Habakkuk/book-overview-habakkuk.md	171	translit	ḥāmās	Heb 10:37	Isaiah 10, Genesis 6, Genesis 11/15, Numbers 14:21, the idol-polemic and cup families, Genesis 3:15, and Psalm 18 added), *extended the echo table* (the *yšʿ* salvation inclusio, the *ḥāmās* boomerang, the two earth-fillings), *sharpened the Christology* (Heb 
The Twelve/Habakkuk/book-overview-habakkuk.md	175	translit	baggôyim	Hab 1:5	**Worth stating plainly: the book's two hardest textual questions needed no revision.** The MT/LXX pronoun at 2:4b (with 1QpHab, Rom/Gal's pronoun-less form, and Hebrews' LXX form) and the *baggôyim*/*bōgdîm* split at 1:5 behind Acts 13:41 were **already worke
The Twelve/Habakkuk/book-overview-habakkuk.md	175	translit	bōgdîm	Hab 1:5	**Worth stating plainly: the book's two hardest textual questions needed no revision.** The MT/LXX pronoun at 2:4b (with 1QpHab, Rom/Gal's pronoun-less form, and Hebrews' LXX form) and the *baggôyim*/*bōgdîm* split at 1:5 behind Acts 13:41 were **already worke
The Twelve/Habakkuk/book-overview-habakkuk.md	181	translit	sōpĕrîm	Hab 1:12	the *tiqqûn sōpĕrîm* at 1:12 (*"we shall not die"* / *"you shall not die"*), **not currently in these documents at all**
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	34	translit	ʾĕmûnâ	Deut 32:4;Deut 1:12;Deut 2:4	**The Rock-of-faithfulness framing (Deut 32:4) at 1:12 primes 2:4: the righteous live by the *ʾĕmûnâ* that answers God's own *ʾĕmûnâ*.** `[I]` Surfaced by: Vocabulary ("Rock", *ṣûr*), Quotation/Allusion (Deut 32 Move 1–3), Structure (the Rock→faith inclusio br
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	58	translit	ʾĕmûnâ	Hab 2:4	the passage exists here to plant the *ʾĕmûnâ* that 2:4 harvests
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	76	translit	ʾĕmûnâ	Hab 1:12	The unit is bracketed by an ***ʾĕmûnâ* inclusio**: it opens by naming God "**Rock**" (1:12
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	100	translit	ʾĕmûnâ	Deut 32:4;Deut 2:4	Its defining text is **Deut 32:4**: "The **Rock**, his work is perfect… a God of **faithfulness** (*ʾĕmûnâ*) and without iniquity." `[T]` *(High confidence on the title.)* This is the single most important lexical datum in the unit, because *ʾĕmûnâ* is the ver
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	121	translit	ʾĕmûnâ	Hab 1:12	and the OT context (the Rock "of *ʾĕmûnâ*", 1:12
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	151	translit	ʾĕmûnâ	Hab 2:4;Deut 32:4;Gen 15:6	*OT-to-OT (Move 3):* the *ʾĕmûnâ* of 2:4 stands in the Deuteronomic tradition (Deut 32:4) and beside Genesis 15:6 ("Abram believed the LORD, and it was counted to him as righteousness")
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	212	translit	ʾĕmûnâ	Deut 32:4	same root as God's *ʾĕmûnâ* (Deut 32:4)
The Twelve/Habakkuk/dig-deeper-habakkuk-1-12to2-5.md	325	translit	ʾĕmûnâ	Deut 32:4	- **Why it's wrong:** *ʾĕmûnâ* is trusting *fidelity* grounded in God's own faithfulness (the Rock of Deut 32:4
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	32	translit	mišpāṭ	Hab 1:5-11	**God's first answer is deliberately *worse* than the problem: the remedy for Judah's injustice is a nation more violent than Judah.** `[T]` Surfaced by: Positional Necessity (1:5–11 answers complaint 1 and detonates complaint 2), Structure (summons → announce
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	46	translit	tôrâ	Hab 1:1-11;Hab 1:2-4	`[T]` At **passage level**, 1:1–11 exists to (a) voice, in the sharpest covenant-lawsuit terms, the intolerable gap between what *tôrâ* promises and what Judah delivers (1:2–4), and (b) deliver God's astonishing first answer
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	54	translit	maśśāʾ	Hab 1:1	moderate confidence).* (b) *Within the book:* the superscription (1:1) frames everything as a *maśśāʾ* ("burden/oracle") the prophet *saw*
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	96	translit	maśśāʾ	Hab 1:1	`[T]` The one quasi-editorial frame is the **superscription (1:1)**, the nearest thing to a narrator's voice: it classifies the whole as a *maśśāʾ* the prophet "saw" (*ḥāzāh*, the verb of prophetic vision)
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	96	translit	ḥāzāh	Hab 1:1	`[T]` The one quasi-editorial frame is the **superscription (1:1)**, the nearest thing to a narrator's voice: it classifies the whole as a *maśśāʾ* the prophet "saw" (*ḥāzāh*, the verb of prophetic vision)
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	104	translit	kaśdîm	Gen 15:7;Gen 15:13	Reading Gen 11–12 and 15 surfaces the freight: the *kaśdîm* are the point of origin of the covenant people's journey, and in Gen 15:7 the LORD identifies himself as the one "who brought you out from Ur of the Chaldeans" in the very chapter that also foretells 
The Twelve/Habakkuk/dig-deeper-habakkuk-1-1to11.md	144	translit	ḥāmās	Hab 6:11-13	*Source context (Move 1):* Gen 6 diagnoses the pre-flood world: "the earth was filled with *violence* (*ḥāmās*)… and behold, I will destroy them" (6:11–13)
